M003,20092010,1-t,0-a,0-b,1-h,5-wh,5-male,4-f
M003,20112012,1-t,0-a,0-b,1-h,6-wh,5-male,4-f
M006,20092010,1-t,0-a,0-b,1-h,7-wh,5-male,4-f
M006,20112012,1-t,1-a,0-b,1-h,6-wh,5-male,4-f
M011,20092010,1-t,1-a,1-b,3-h,3-wh,5-male,4-f
M011,20112012,1-t,1-a,1-b,3-h,4-wh,5-male,4-f
M033,20092010,0-t,1-a,2-b,4-h,1-wh,5-male,4-f
M033,20112012,0-t,2-a,1-b,3-h,1-wh,4-male,5-f
M040,20092010,1-t,1-a,0-b,1-h,6-wh,5-male,4-f
M040,20112012,1-t,1-a,0-b,1-h,6-wh,5-male,4-f
M041,20092010,1-t,1-a,0-b,0-h,7-wh,4-male,5-f
M041,20112012,1-t,1-a,0-b,0-h,7-wh,5-male,4-f
M042,20092010,1-t,9-a,0-b,0-h,0-wh,5-male,4-f
M042,20112012,1-t,9-a,0-b,0-h,0-wh,5-male,4-f
M047,20092010,0-t,0-a,3-b,5-h,0-wh,3-male,6-f
M047,20112012,0-t,0-a,3-b,5-h,0-wh,4-male,5-f
M051,20092010,0-t,1-a,1-b,5-h,1-wh,5-male,4-f
M051,20112012,0-t,1-a,1-b,5-h,1-wh,5-male,4-f
M059,20092010,0-t,1-a,0-b,1-h,5-wh,5-male,4-f
M059,20112012,1-t,1-a,0-b,1-h,5-wh,5-male,4-f
M077,20092010,0-t,1-a,0-b,1-h,6-wh,4-male,5-f
M077,20112012,0-t,1-a,0-b,0-h,6-wh,4-male,5-f
M089,20092010,1-t,2-a,0-b,0-h,5-wh,5-male,4-f
M089,20112012,1-t,1-a,0-b,1-h,6-wh,5-male,4-f
M104,20092010,1-t,4-a,1-b,2-h,1-wh,5-male,4-f
M104,20112012,2-t,5-a,0-b,1-h,1-wh,5-male,4-f
M111,20092010,1-t,0-a,1-b,5-h,1-wh,4-male,5-f
M111,20112012,1-t,1-a,1-b,6-h,1-wh,4-male,5-f
M114,20092010,0-t,1-a,0-b,1-h,7-wh,4-male,5-f
M114,20112012,0-t,1-a,0-b,1-h,7-wh,4-male,5-f
M116,20092010,1-t,2-a,1-b,1-h,4-wh,4-male,5-f
M116,20112012,1-t,2-a,0-b,2-h,4-wh,4-male,5-f
M124,20092010,1-t,9-a,0-b,0-h,0-wh,4-male,5-f
M124,20112012,1-t,9-a,0-b,0-h,0-wh,5-male,4-f
M126,20092010,1-t,4-a,1-b,2-h,1-wh,5-male,4-f
M126,20112012,1-t,5-a,0-b,2-h,1-wh,5-male,4-f
M130,20092010,2-t,8-a,0-b,0-h,0-wh,5-male,4-f
M130,20112012,2-t,8-a,0-b,0-h,0-wh,5-male,4-f
M131,20092010,1-t,8-a,0-b,1-h,0-wh,5-male,4-f
M131,20112012,1-t,7-a,0-b,1-h,0-wh,5-male,4-f
M150,20092010,0-t,1-a,0-b,1-h,5-wh,4-male,5-f
M150,20112012,0-t,1-a,0-b,1-h,6-wh,4-male,5-f
M151,20092010,0-t,0-a,1-b,1-h,4-wh,6-male,3-f
M151,20112012,0-t,0-a,1-b,2-h,4-wh,5-male,4-f
M158,20092010,1-t,1-a,0-b,1-h,6-wh,5-male,4-f
M158,20112012,1-t,0-a,0-b,1-h,7-wh,5-male,4-f
M167,20092010,2-t,3-a,1-b,2-h,3-wh,5-male,4-f
M167,20112012,2-t,2-a,1-b,2-h,3-wh,5-male,4-f
M183,20092010,1-t,1-a,0-b,1-h,5-wh,5-male,4-f
M183,20112012,1-t,1-a,0-b,1-h,6-wh,5-male,4-f
M198,20092010,1-t,1-a,2-b,4-h,1-wh,5-male,4-f
M198,20112012,1-t,1-a,1-b,4-h,2-wh,5-male,4-f
M212,20092010,0-t,1-a,1-b,2-h,4-wh,5-male,4-f
M212,20112012,0-t,1-a,1-b,2-h,4-wh,4-male,5-f
M217,20092010,0-t,2-a,3-b,2-h,1-wh,4-male,5-f
M217,20112012,0-t,2-a,2-b,2-h,2-wh,4-male,5-f
M225,20092010,0-t,0-a,3-b,4-h,1-wh,4-male,5-f
M225,20112012,0-t,0-a,2-b,4-h,1-wh,4-male,5-f
M234,20092010,1-t,1-a,0-b,0-h,6-wh,5-male,4-f
M234,20112012,1-t,1-a,0-b,0-h,7-wh,5-male,4-f
M255,20092010,0-t,2-a,0-b,1-h,5-wh,4-male,5-f
M255,20112012,0-t,1-a,0-b,1-h,6-wh,4-male,5-f
M260,20092010,0-t,1-a,1-b,2-h,5-wh,3-male,6-f
M260,20112012,0-t,1-a,1-b,2-h,5-wh,3-male,6-f
M267,20112012,0-t,1-a,0-b,1-h,6-wh,5-male,4-f
M276,20092010,0-t,2-a,0-b,0-h,5-wh,5-male,4-f
M276,20112012,1-t,2-a,0-b,1-h,4-wh,4-male,5-f
M288,20092010,0-t,0-a,4-b,4-h,0-wh,4-male,5-f
M288,20112012,0-t,0-a,4-b,4-h,0-wh,4-male,5-f
M289,20092010,0-t,4-a,1-b,1-h,3-wh,4-male,5-f
M289,20112012,0-t,3-a,0-b,1-h,3-wh,4-male,5-f
M290,20092010,1-t,1-a,0-b,0-h,7-wh,4-male,5-f
M290,20112012,1-t,1-a,0-b,0-h,7-wh,5-male,4-f
M294,20092010,0-t,0-a,2-b,5-h,0-wh,5-male,4-f
M294,20112012,0-t,0-a,2-b,6-h,0-wh,5-male,4-f
M296,20092010,0-t,0-a,3-b,5-h,0-wh,2-male,7-f
M296,20112012,0-t,0-a,2-b,6-h,0-wh,3-male,6-f
M298,20092010,0-t,1-a,3-b,4-h,0-wh,4-male,5-f
M298,20112012,0-t,1-a,3-b,4-h,0-wh,4-male,5-f
M300,20092010,0-t,0-a,2-b,6-h,0-wh,7-male,2-f
M300,20112012,0-t,0-a,2-b,5-h,0-wh,7-male,2-f
M303,20092010,0-t,0-a,3-b,6-h,0-wh,5-male,4-f
M303,20112012,0-t,0-a,2-b,7-h,0-wh,5-male,4-f
M305,20092010,0-t,0-a,4-b,5-h,0-wh,4-male,5-f
M305,20112012,0-t,0-a,4-b,5-h,0-wh,4-male,5-f
M308,20092010,0-t,0-a,3-b,5-h,0-wh,3-male,6-f
M308,20112012,0-t,0-a,3-b,5-h,0-wh,3-male,6-f
M312,20092010,1-t,4-a,0-b,0-h,3-wh,5-male,4-f
M312,20112012,1-t,4-a,0-b,1-h,3-wh,5-male,4-f
M313,20092010,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M313,20112012,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M316,20092010,0-t,0-a,4-b,5-h,0-wh,0-male,10-f
M316,20112012,0-t,0-a,4-b,4-h,0-wh,0-male,10-f
M347,20092010,0-t,0-a,2-b,3-h,3-wh,4-male,5-f
M347,20112012,0-t,0-a,2-b,4-h,2-wh,4-male,5-f
M374,20092010,0-t,0-a,4-b,4-h,0-wh,3-male,6-f
M374,20112012,0-t,0-a,4-b,4-h,0-wh,2-male,7-f
M376,20092010,0-t,1-a,2-b,3-h,2-wh,4-male,5-f
M376,20112012,0-t,1-a,2-b,4-h,2-wh,4-male,5-f
M392,20092010,0-t,0-a,2-b,5-h,0-wh,4-male,5-f
M392,20112012,0-t,0-a,2-b,5-h,0-wh,5-male,4-f
M393,20092010,0-t,0-a,3-b,5-h,0-wh,8-male,1-f
M393,20112012,0-t,0-a,3-b,5-h,0-wh,7-male,2-f
M394,20092010,0-t,6-a,0-b,3-h,0-wh,5-male,4-f
M394,20112012,0-t,6-a,0-b,2-h,0-wh,5-male,4-f
M397,20092010,0-t,1-a,0-b,1-h,6-wh,6-male,3-f
M397,20112012,0-t,1-a,0-b,1-h,5-wh,5-male,4-f
M399,20092010,0-t,4-a,1-b,3-h,0-wh,4-male,5-f
M399,20112012,0-t,4-a,1-b,3-h,0-wh,4-male,5-f
M400,20092010,2-t,1-a,1-b,5-h,1-wh,4-male,5-f
M400,20112012,2-t,1-a,1-b,5-h,1-wh,5-male,4-f
M407,20092010,0-t,0-a,1-b,2-h,5-wh,5-male,4-f
M407,20112012,0-t,0-a,1-b,1-h,5-wh,5-male,4-f
M408,20092010,0-t,0-a,2-b,1-h,4-wh,2-male,7-f
M408,20112012,1-t,0-a,1-b,2-h,4-wh,2-male,7-f
M411,20092010,0-t,5-a,0-b,1-h,2-wh,4-male,5-f
M411,20112012,0-t,6-a,0-b,1-h,1-wh,4-male,5-f
M412,20092010,1-t,2-a,0-b,1-h,4-wh,5-male,4-f
M412,20112012,1-t,2-a,0-b,1-h,4-wh,4-male,5-f
M413,20092010,1-t,1-a,2-b,2-h,3-wh,4-male,5-f
M413,20112012,1-t,1-a,1-b,2-h,3-wh,5-male,4-f
M414,20092010,0-t,2-a,1-b,3-h,1-wh,4-male,5-f
M414,20112012,0-t,3-a,1-b,3-h,1-wh,4-male,5-f
M416,20092010,0-t,1-a,0-b,0-h,6-wh,3-male,6-f
M416,20112012,1-t,1-a,0-b,1-h,6-wh,3-male,6-f
M418,20092010,1-t,2-a,1-b,2-h,3-wh,3-male,6-f
M418,20112012,1-t,3-a,0-b,2-h,3-wh,3-male,6-f
M419,20092010,0-t,0-a,2-b,7-h,0-wh,4-male,5-f
M419,20112012,0-t,0-a,1-b,7-h,0-wh,4-male,5-f
M420,20092010,3-t,1-a,2-b,5-h,0-wh,2-male,7-f
M420,20112012,3-t,2-a,2-b,4-h,0-wh,2-male,7-f
M422,20092010,0-t,0-a,2-b,2-h,3-wh,6-male,3-f
M422,20112012,0-t,0-a,2-b,2-h,3-wh,6-male,3-f
M425,20092010,1-t,0-a,3-b,5-h,0-wh,4-male,5-f
M425,20112012,1-t,0-a,3-b,5-h,0-wh,4-male,5-f
M427,20112012,0-t,0-a,0-b,8-h,0-wh,5-male,4-f
M429,20092010,0-t,0-a,4-b,4-h,0-wh,4-male,5-f
M429,20112012,0-t,0-a,4-b,5-h,0-wh,4-male,5-f
M432,20112012,0-t,0-a,4-b,4-h,0-wh,5-male,4-f
M437,20112012,0-t,0-a,2-b,6-h,0-wh,6-male,3-f
M438,20112012,0-t,4-a,1-b,4-h,0-wh,6-male,3-f
M439,20092010,0-t,0-a,2-b,6-h,0-wh,3-male,6-f
M439,20112012,0-t,0-a,1-b,7-h,0-wh,3-male,6-f
M440,20092010,1-t,0-a,2-b,6-h,0-wh,4-male,5-f
M440,20112012,0-t,0-a,2-b,6-h,0-wh,6-male,3-f
M442,20092010,0-t,2-a,3-b,2-h,1-wh,4-male,5-f
M442,20112012,0-t,2-a,3-b,2-h,1-wh,4-male,5-f
M449,20092010,0-t,0-a,2-b,5-h,0-wh,4-male,5-f
M449,20112012,0-t,0-a,2-b,5-h,0-wh,4-male,5-f
M459,20092010,0-t,2-a,1-b,4-h,1-wh,4-male,5-f
M459,20112012,0-t,3-a,1-b,3-h,1-wh,4-male,5-f
M460,20092010,2-t,0-a,3-b,6-h,0-wh,4-male,5-f
M460,20112012,2-t,0-a,3-b,5-h,0-wh,4-male,5-f
M475,20092010,6-t,6-a,0-b,0-h,2-wh,5-male,4-f
M475,20112012,6-t,7-a,0-b,0-h,2-wh,5-male,4-f
M489,20092010,1-t,2-a,2-b,3-h,1-wh,5-male,4-f
M489,20112012,1-t,2-a,2-b,4-h,0-wh,5-male,4-f
M500,20092010,0-t,0-a,3-b,5-h,0-wh,6-male,3-f
M500,20112012,0-t,0-a,3-b,5-h,0-wh,6-male,3-f
M507,20112012,0-t,0-a,4-b,4-h,0-wh,7-male,2-f
M519,20092010,0-t,0-a,3-b,3-h,1-wh,2-male,7-f
M519,20112012,0-t,0-a,3-b,3-h,1-wh,2-male,7-f
M520,20092010,5-t,1-a,3-b,5-h,0-wh,4-male,5-f
M520,20112012,4-t,1-a,3-b,4-h,0-wh,4-male,5-f
M529,20092010,1-t,0-a,2-b,6-h,0-wh,3-male,6-f
M529,20112012,1-t,0-a,2-b,6-h,0-wh,4-male,5-f
M531,20092010,0-t,0-a,4-b,4-h,0-wh,2-male,7-f
M531,20112012,0-t,0-a,4-b,4-h,0-wh,2-male,7-f
M542,20092010,1-t,0-a,0-b,10-h,0-wh,5-male,4-f
M542,20112012,1-t,0-a,0-b,9-h,0-wh,5-male,4-f
M543,20092010,0-t,0-a,3-b,5-h,0-wh,3-male,6-f
M543,20112012,0-t,0-a,3-b,6-h,0-wh,3-male,6-f
M544,20092010,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M544,20112012,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M545,20092010,0-t,8-a,0-b,0-h,0-wh,5-male,4-f
M545,20112012,0-t,8-a,0-b,0-h,0-wh,5-male,4-f
M550,20092010,0-t,2-a,1-b,3-h,1-wh,6-male,3-f
M550,20112012,0-t,2-a,1-b,4-h,1-wh,6-male,3-f
M551,20092010,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M551,20112012,0-t,0-a,3-b,4-h,1-wh,6-male,3-f
M560,20092010,1-t,0-a,3-b,3-h,1-wh,4-male,5-f
M560,20112012,1-t,0-a,3-b,3-h,1-wh,4-male,5-f
M565,20092010,0-t,0-a,3-b,2-h,2-wh,4-male,5-f
M565,20112012,0-t,0-a,3-b,3-h,2-wh,4-male,5-f
M570,20092010,1-t,0-a,4-b,5-h,0-wh,4-male,5-f
M570,20112012,0-t,0-a,3-b,5-h,0-wh,3-male,6-f
M575,20092010,1-t,3-a,3-b,2-h,0-wh,5-male,4-f
M575,20112012,1-t,3-a,3-b,2-h,0-wh,5-male,4-f
M580,20092010,1-t,0-a,3-b,5-h,0-wh,2-male,7-f
M580,20112012,1-t,0-a,3-b,5-h,0-wh,3-male,6-f
M586,20092010,0-t,0-a,3-b,6-h,0-wh,5-male,5-f
M586,20112012,0-t,0-a,3-b,3-h,1-wh,4-male,5-f
M600,20092010,3-t,0-a,3-b,5-h,0-wh,0-male,9-f
M600,20112012,3-t,0-a,3-b,5-h,0-wh,0-male,9-f
M605,20092010,0-t,0-a,2-b,5-h,1-wh,4-male,5-f
M605,20112012,0-t,0-a,2-b,5-h,1-wh,4-male,5-f
M615,20092010,1-t,0-a,3-b,5-h,0-wh,6-male,3-f
M615,20112012,0-t,0-a,2-b,6-h,0-wh,6-male,3-f
M620,20092010,4-t,0-a,2-b,6-h,0-wh,5-male,4-f
M620,20112012,2-t,0-a,2-b,7-h,0-wh,5-male,4-f
M625,20092010,3-t,0-a,3-b,6-h,0-wh,4-male,5-f
M625,20112012,2-t,0-a,3-b,6-h,0-wh,4-male,5-f
M630,20092010,2-t,0-a,2-b,5-h,1-wh,4-male,5-f
M630,20112012,2-t,0-a,2-b,5-h,1-wh,4-male,5-f
M655,20092010,1-t,0-a,3-b,6-h,0-wh,5-male,4-f
M655,20112012,1-t,0-a,2-b,6-h,0-wh,5-male,4-f
M690,20092010,0-t,0-a,3-b,5-h,0-wh,4-male,5-f
M896,20092010,0-t,1-a,2-b,4-h,1-wh,4-male,5-f
M896,20112012,0-t,2-a,2-b,2-h,1-wh,5-male,4-f
M009,20092010,1-t,0-a,0-b,2-h,5-wh,4-male,5-f
M009,20112012,1-t,0-a,0-b,1-h,5-wh,4-male,5-f
M044,20092010,0-t,0-a,6-b,3-h,0-wh,5-male,4-f
M054,20092010,1-t,1-a,2-b,2-h,4-wh,5-male,4-f
M054,20112012,1-t,0-a,1-b,1-h,5-wh,5-male,4-f
M075,20092010,1-t,0-a,2-b,5-h,1-wh,5-male,4-f
M075,20112012,1-t,0-a,2-b,5-h,1-wh,5-male,4-f
M076,20092010,0-t,0-a,8-b,1-h,0-wh,5-male,4-f
M076,20112012,1-t,0-a,7-b,1-h,0-wh,4-male,5-f
M084,20092010,0-t,0-a,2-b,4-h,2-wh,5-male,4-f
M084,20112012,0-t,0-a,2-b,4-h,2-wh,5-male,4-f
M087,20092010,2-t,0-a,1-b,1-h,6-wh,5-male,4-f
M087,20112012,1-t,0-a,0-b,1-h,6-wh,4-male,5-f
M145,20092010,0-t,0-a,2-b,6-h,0-wh,5-male,4-f
M145,20112012,0-t,0-a,2-b,6-h,0-wh,4-male,5-f
M149,20092010,0-t,0-a,7-b,2-h,0-wh,4-male,5-f
M149,20112012,0-t,0-a,6-b,2-h,0-wh,4-male,5-f
M163,20092010,1-t,0-a,2-b,4-h,2-wh,5-male,4-f
M163,20112012,1-t,0-a,2-b,4-h,2-wh,5-male,4-f
M165,20092010,1-t,0-a,1-b,7-h,0-wh,5-male,4-f
M165,20112012,1-t,0-a,1-b,7-h,0-wh,5-male,4-f
M166,20092010,1-t,0-a,1-b,2-h,4-wh,4-male,5-f
M166,20112012,1-t,0-a,1-b,2-h,5-wh,4-male,5-f
M180,20092010,1-t,0-a,6-b,2-h,0-wh,4-male,5-f
M180,20112012,1-t,0-a,6-b,2-h,0-wh,5-male,4-f
M185,20092010,0-t,0-a,6-b,3-h,0-wh,5-male,4-f
M185,20112012,0-t,0-a,6-b,3-h,0-wh,4-male,5-f
M191,20092010,0-t,0-a,4-b,3-h,1-wh,4-male,5-f
M191,20112012,1-t,0-a,3-b,4-h,0-wh,5-male,4-f
M199,20092010,1-t,1-a,0-b,1-h,6-wh,5-male,4-f
M199,20112012,1-t,1-a,0-b,1-h,6-wh,5-male,4-f
M208,20092010,0-t,0-a,6-b,2-h,0-wh,5-male,4-f
M208,20112012,0-t,0-a,6-b,3-h,0-wh,5-male,4-f
M241,20092010,0-t,0-a,7-b,2-h,0-wh,5-male,4-f
M241,20112012,0-t,0-a,5-b,3-h,0-wh,5-male,4-f
M242,20092010,0-t,0-a,7-b,2-h,0-wh,4-male,5-f
M242,20112012,0-t,0-a,7-b,2-h,0-wh,4-male,5-f
M243,20092010,0-t,0-a,2-b,1-h,5-wh,4-male,5-f
M243,20112012,0-t,0-a,1-b,1-h,6-wh,5-male,4-f
M245,20092010,0-t,0-a,2-b,2-h,4-wh,4-male,5-f
M245,20112012,0-t,0-a,2-b,2-h,4-wh,4-male,5-f
M246,20092010,0-t,0-a,5-b,4-h,0-wh,3-male,6-f
M247,20092010,0-t,0-a,0-b,9-h,0-wh,4-male,5-f
M247,20112012,0-t,0-a,0-b,9-h,0-wh,4-male,5-f
M250,20092010,0-t,0-a,2-b,6-h,0-wh,4-male,6-f
M250,20112012,0-t,0-a,3-b,5-h,0-wh,4-male,5-f
M256,20092010,0-t,0-a,4-b,5-h,0-wh,5-male,4-f
M256,20112012,0-t,0-a,4-b,4-h,0-wh,5-male,4-f
M258,20092010,0-t,0-a,4-b,5-h,0-wh,4-male,5-f
M258,20112012,0-t,0-a,5-b,4-h,0-wh,4-male,5-f
M283,20092010,0-t,0-a,4-b,4-h,0-wh,3-male,6-f
M283,20112012,0-t,0-a,4-b,4-h,0-wh,3-male,6-f
M299,20092010,0-t,0-a,4-b,5-h,0-wh,5-male,4-f
M299,20112012,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M307,20092010,0-t,0-a,4-b,5-h,0-wh,5-male,4-f
M307,20112012,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M333,20092010,1-t,0-a,1-b,2-h,4-wh,5-male,4-f
M333,20112012,1-t,0-a,1-b,2-h,5-wh,5-male,4-f
M334,20092010,1-t,2-a,0-b,0-h,5-wh,4-male,5-f
M334,20112012,1-t,2-a,0-b,0-h,5-wh,4-male,5-f
M402,20092010,0-t,0-a,2-b,7-h,0-wh,4-male,5-f
M402,20112012,0-t,0-a,1-b,7-h,0-wh,5-male,4-f
M403,20092010,0-t,0-a,2-b,6-h,0-wh,4-male,5-f
M403,20112012,0-t,0-a,2-b,6-h,0-wh,5-male,4-f
M404,20092010,0-t,0-a,3-b,5-h,0-wh,4-male,5-f
M404,20112012,0-t,4-a,3-b,1-h,0-wh,4-male,5-f
M415,20092010,1-t,0-a,6-b,3-h,0-wh,4-male,5-f
M415,20112012,1-t,0-a,5-b,3-h,0-wh,3-male,6-f
M417,20112012,0-t,0-a,1-b,3-h,3-wh,4-male,5-f
M421,20092010,0-t,0-a,6-b,3-h,0-wh,5-male,4-f
M421,20112012,0-t,0-a,5-b,3-h,0-wh,5-male,4-f
M452,20112012,0-t,1-a,1-b,1-h,6-wh,5-male,4-f
M470,20092010,3-t,0-a,2-b,6-h,0-wh,4-male,5-f
M470,20112012,0-t,0-a,2-b,6-h,0-wh,5-male,4-f
M479,20092010,2-t,0-a,1-b,2-h,5-wh,3-male,6-f
M479,20112012,2-t,0-a,1-b,2-h,4-wh,3-male,6-f
M485,20092010,5-t,1-a,1-b,1-h,4-wh,2-male,7-f
M485,20112012,5-t,1-a,1-b,1-h,4-wh,2-male,7-f
M492,20092010,0-t,0-a,4-b,4-h,0-wh,3-male,6-f
M492,20112012,1-t,0-a,4-b,4-h,0-wh,4-male,5-f
M494,20092010,1-t,0-a,3-b,5-h,0-wh,6-male,3-f
M494,20112012,1-t,0-a,3-b,5-h,0-wh,6-male,3-f
M505,20092010,1-t,0-a,3-b,6-h,0-wh,4-male,5-f
M505,20112012,1-t,0-a,3-b,6-h,0-wh,4-male,5-f
M541,20092010,0-t,2-a,1-b,3-h,1-wh,4-male,5-f
M541,20112012,0-t,2-a,2-b,4-h,1-wh,4-male,5-f
M859,20092010,0-t,2-a,0-b,0-h,5-wh,4-male,5-f
M859,20112012,0-t,2-a,0-b,0-h,5-wh,4-male,5-f
M860,20092010,0-t,0-a,7-b,1-h,0-wh,5-male,4-f
M860,20112012,0-t,0-a,7-b,1-h,0-wh,5-male,4-f
M862,20092010,0-t,0-a,2-b,4-h,1-wh,5-male,4-f
M862,20112012,0-t,0-a,2-b,4-h,1-wh,5-male,4-f
M007,20092010,0-t,0-a,3-b,6-h,0-wh,4-male,5-f
M007,20112012,0-t,0-a,2-b,6-h,0-wh,4-male,5-f
M012,20092010,0-t,1-a,5-b,2-h,0-wh,4-male,5-f
M012,20112012,0-t,1-a,4-b,2-h,0-wh,4-male,5-f
M013,20092010,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M013,20112012,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M037,20092010,0-t,0-a,4-b,4-h,0-wh,4-male,5-f
M037,20112012,0-t,0-a,4-b,4-h,0-wh,4-male,5-f
M038,20092010,0-t,0-a,2-b,6-h,0-wh,5-male,4-f
M038,20112012,0-t,0-a,2-b,6-h,0-wh,5-male,4-f
M045,20092010,0-t,0-a,3-b,6-h,0-wh,5-male,4-f
M045,20112012,0-t,0-a,3-b,6-h,0-wh,5-male,4-f
M050,20092010,0-t,0-a,3-b,6-h,0-wh,5-male,4-f
M050,20112012,0-t,0-a,3-b,5-h,0-wh,5-male,4-f
M057,20092010,1-t,0-a,2-b,6-h,0-wh,4-male,5-f
M057,20112012,1-t,0-a,2-b,6-h,0-wh,5-male,4-f
M072,20092010,1-t,0-a,0-b,8-h,0-wh,4-male,5-f
M072,20112012,1-t,0-a,0-b,8-h,0-wh,4-male,5-f
M083,20092010,0-t,0-a,2-b,5-h,0-wh,4-male,5-f
M083,20112012,0-t,0-a,2-b,6-h,0-wh,4-male,5-f
M096,20092010,1-t,0-a,2-b,7-h,0-wh,5-male,4-f
M096,20112012,1-t,0-a,2-b,7-h,0-wh,5-male,4-f
